Startup_ID,Domain,Startup_Stage,Industry_Funder_Type,Investment_Amount,Valuation,Number_of_Investors,Year_Founded,Growth_Rate_Cent
ST100302,Blockchain,Prototype,Government Grant,3071473663.91,12822732523.985054,27,2005,45.14
ST100303,Healthcare,Early Revenue,Corporate R&D,243141363.56,1095687007.463766,10,2021,90.91
ST100304,Smart Cities,MVP,Angel Investor,2624105744.24,6449886361.71315,31,2006,160.76
ST100305,Smart Cities,MVP,VC Firm,3504415468.77,12551816823.236338,40,2023,187.78
ST100306,Energy,MVP,Angel Investor,2383337774.89,4277942084.256236,38,2007,82.24
ST100307,Blockchain,MVP,Government Grant,999722963.5,1867118152.308117,37,2014,44.33
ST100308,Blockchain,Prototype,Angel Investor,1902244072.14,5224433496.715794,28,2020,15.66
ST100309,Smart Cities,Prototype,Angel Investor,3913849603.83,15026684238.99863,34,2020,69.41
ST100310,Sustainability,Prototype,VC Firm,556489564.23,1373231565.223828,12,2017,164.4
ST100311,Energy,Idea,Corporate R&D,2263649695.87,4120683165.2274914,39,2023,26.96
ST100312,AgriTech,Early Revenue,Corporate R&D,4580496812.16,7186503246.451007,32,2017,86.41
ST100313,Blockchain,Prototype,Government Grant,88022376.7,305567170.66571134,30,2023,83.51
ST100314,Smart Cities,Early Revenue,Angel Investor,181388776.52,501478318.90209776,50,2015,179.5
ST100315,Sustainability,Prototype,Angel Investor,3064309690.41,6281758015.426949,14,2019,63.07
ST100316,IoT,MVP,VC Firm,4234699339.18,10936348473.16706,18,2000,26.54
ST100317,Healthcare,Prototype,Angel Investor,572692370.7,1282025513.3827472,24,2015,125.51
ST100318,IoT,Idea,VC Firm,2550126891.56,12370909256.71764,31,2016,167.52
ST100319,AgriTech,Prototype,Angel Investor,1891274738.16,5257962346.369503,14,2020,161.65
ST100320,Energy,Idea,Angel Investor,1935618157.72,4783106425.720907,29,2021,25.9
ST100321,AI,Prototype,Government Grant,2042971783.75,7247814827.627907,30,2010,124.72
ST100322,AgriTech,MVP,Angel Investor,2427592593.64,4737980887.931295,39,2000,68.89
ST100323,Sustainability,Prototype,Angel Investor,3537064312.9,17158731566.589138,10,2013,29.71
ST100324,Healthcare,Prototype,VC Firm,3224985024.02,12294854490.06812,7,2010,127.81
ST100325,AgriTech,Idea,Angel Investor,4334970078.47,18560084401.66664,37,2007,74.27
ST100326,AI,Early Revenue,Corporate R&D,3442333684.08,14587083195.458689,24,2019,133.48
ST100327,Healthcare,Idea,VC Firm,4111180278.29,7725412065.470565,42,2019,9.13
ST100328,AgriTech,Early Revenue,Angel Investor,3246045212.87,9945625802.009674,4,2023,165.57
ST100329,Healthcare,Early Revenue,Government Grant,1407628042.18,2837837328.108194,11,2002,73.2
ST100330,Blockchain,MVP,Government Grant,251433829.31,1147470458.2878697,19,2015,147.66
ST100331,AgriTech,MVP,Angel Investor,3789305458.02,8272667271.119562,43,2022,156.78
ST100332,Blockchain,Early Revenue,Angel Investor,230641984.27,858106903.1205024,31,2011,72.03
ST100333,Smart Cities,MVP,Angel Investor,4369722781.87,12890999403.115965,45,2002,7.45
ST100334,Healthcare,MVP,Government Grant,1750683155.84,3120112261.021955,43,2004,65.88
ST100335,AgriTech,Idea,VC Firm,1625548002.76,3408525773.5392194,27,2009,111.92
ST100336,AgriTech,MVP,Angel Investor,1676572969.31,7753709293.744596,7,2018,74.03
ST100337,IoT,MVP,Corporate R&D,4663152865.68,22805435916.671467,18,2015,118.11
ST100338,AI,Prototype,Government Grant,1623426888.69,7676553082.998584,1,2012,194.84
ST100339,AgriTech,MVP,Government Grant,1003881232.9,2796426952.4276423,1,2016,138.0
ST100340,IoT,Prototype,Angel Investor,4227877500.87,17362043767.366177,28,2014,174.26
ST100341,Blockchain,MVP,Government Grant,1864209580.08,5089503846.84881,47,2012,37.75
ST100342,Smart Cities,Idea,VC Firm,1780270982.5,5740360069.719937,43,2018,143.12
ST100343,Healthcare,Idea,Angel Investor,1760051855.11,5645709260.865818,41,2016,194.99
ST100344,Blockchain,Idea,Government Grant,10028813.43,24664765.73628585,36,2009,42.73
ST100345,Healthcare,Idea,VC Firm,3175452268.55,10934068071.67479,35,2015,43.05
ST100346,AI,Early Revenue,Corporate R&D,1544091977.94,7279467787.413954,37,2015,141.52
ST100347,Blockchain,Idea,Corporate R&D,4843785979.4,13046963460.835527,15,2010,38.45
ST100348,Energy,MVP,Angel Investor,62049936.48,130113624.99717878,19,2011,117.19
ST100349,Energy,MVP,Angel Investor,4044917794.36,12764768343.39684,42,2000,175.01
ST100350,Smart Cities,Idea,VC Firm,3416933224.89,11245547167.897545,44,2019,161.18
ST100351,Energy,Early Revenue,Corporate R&D,3587854634.7,8324601076.848857,36,2015,119.52
ST100352,Energy,Idea,Angel Investor,1422023272.53,7107966292.072426,11,2010,66.76
ST100353,Energy,Prototype,VC Firm,3511025818.67,6984359727.461807,7,2005,72.78
ST100354,Energy,Prototype,Government Grant,2547693389.83,11899602710.252306,50,2008,145.64
ST100355,AI,Early Revenue,VC Firm,2372278462.7,9754796016.215675,1,2002,96.85
ST100356,Healthcare,Prototype,Angel Investor,2172154534.84,5318543514.425768,9,2019,26.91
ST100357,AI,MVP,Angel Investor,3065765126.77,5006863185.354408,38,2016,84.74
ST100358,Energy,Prototype,Angel Investor,3518787976.02,14521282905.80923,8,2017,112.45
ST100359,Blockchain,Idea,VC Firm,1137348965.41,5383824724.706377,17,2016,73.01
ST100360,AgriTech,MVP,Government Grant,850720932.48,3806741828.585904,46,2007,35.39
ST100361,Healthcare,MVP,VC Firm,1819132027.73,4360825655.270868,34,2000,63.48
ST100362,AgriTech,Early Revenue,VC Firm,4159273795.93,16057690572.579952,13,2003,181.91
ST100363,Smart Cities,Prototype,Government Grant,1897673513.88,4597855630.782274,46,2004,76.98
ST100364,Blockchain,MVP,Corporate R&D,3223093026.56,5060395685.452115,26,2017,54.91
ST100365,Blockchain,Prototype,VC Firm,2095633329.76,3302567190.481243,28,2013,73.14
ST100366,Energy,Prototype,Government Grant,2562781526.29,3937979946.327531,13,2006,41.48
ST100367,Sustainability,Prototype,VC Firm,2457235232.17,10732170703.142649,14,2016,24.84
ST100368,Smart Cities,Early Revenue,Government Grant,4995603165.48,8977952853.023245,17,2015,23.99
ST100369,AgriTech,Prototype,Angel Investor,308665901.04,666200580.6041939,1,2008,32.66
ST100370,AgriTech,Prototype,Government Grant,2880572766.75,4603853698.274351,10,2022,91.82
ST100371,Sustainability,Prototype,Corporate R&D,2181697848.02,5314637540.456418,18,2007,81.03
ST100372,Blockchain,Idea,Government Grant,4685071784.91,8981836184.317614,34,2009,60.57
ST100373,Energy,Idea,VC Firm,3250711927.97,8910023275.321978,43,2017,167.03
ST100374,Healthcare,Prototype,VC Firm,4871984847.89,15853976426.639423,48,2000,141.04
ST100375,Smart Cities,Early Revenue,VC Firm,1855420999.01,5533572287.917109,3,2017,196.74
ST100376,Smart Cities,Idea,Corporate R&D,2990998926.15,10215873119.994335,4,2003,65.71
ST100377,Healthcare,Idea,Corporate R&D,979033129.98,2498906978.6382327,20,2012,170.68
ST100378,AI,Prototype,Corporate R&D,1085455489.89,3944636468.695987,10,2002,189.53
ST100379,AI,Early Revenue,Angel Investor,3252215197.7,13279372135.45883,18,2018,172.16
ST100380,Sustainability,Prototype,Government Grant,3132685185.72,13178905501.85222,10,2011,184.37
ST100381,Sustainability,Early Revenue,Angel Investor,154202301.03,407827261.2079703,48,2011,86.85
ST100382,AI,Prototype,Corporate R&D,4709711131.94,8566272045.871227,17,2001,70.63
ST100383,Smart Cities,Idea,Corporate R&D,3785417699.27,13783956658.144608,14,2012,83.25
ST100384,IoT,Early Revenue,Angel Investor,1070044442.74,3072483280.162908,27,2023,43.38
ST100385,Healthcare,MVP,Government Grant,1109052376.8,5116554297.924882,9,2010,28.18
ST100386,Blockchain,Prototype,Angel Investor,196943519.68,784352291.2755535,20,2016,99.08
ST100387,Energy,Early Revenue,VC Firm,3096338151.71,7184699638.763385,16,2006,47.04
ST100388,AI,Early Revenue,Corporate R&D,2314233330.36,8909969303.165478,50,2023,97.42
ST100389,IoT,Prototype,Government Grant,1688104532.56,3753675824.503415,19,2015,29.4
ST100390,Sustainability,Prototype,Corporate R&D,2154482616.25,3811044644.904546,7,2013,160.03
ST100391,Smart Cities,Prototype,VC Firm,655969417.67,2189254237.431064,23,2009,193.76
ST100392,Smart Cities,MVP,Government Grant,433693154.71,1370824100.4775362,20,2020,109.97
ST100393,Sustainability,Idea,Government Grant,4330197981.44,6956240860.80088,40,2001,171.88
ST100394,Sustainability,Idea,Angel Investor,1339003057.49,5113318505.428127,29,2009,97.58
ST100395,Smart Cities,Idea,Angel Investor,467837647.59,2242314759.8090672,46,2021,184.54
ST100396,AI,Idea,Corporate R&D,4155195209.93,13219239934.1138,17,2006,90.59
ST100397,Smart Cities,Prototype,Corporate R&D,415273861.93,1587198017.1734266,4,2018,8.61
ST100398,Healthcare,Early Revenue,VC Firm,1158817154.11,2930971567.373052,8,2021,145.12
ST100399,IoT,Idea,VC Firm,2977100942.56,8733360294.772348,46,2014,158.19
ST100400,Healthcare,Idea,Government Grant,987211957.52,3128148964.6719074,43,2020,178.52
ST100401,Smart Cities,MVP,Angel Investor,4855139523.89,13579704354.94814,29,2021,166.68
ST100402,Blockchain,MVP,Angel Investor,4786446143.66,18773805724.28836,20,2020,52.71
ST100403,Healthcare,Early Revenue,Angel Investor,4583390523.54,9053026861.927843,24,2000,97.74
ST100404,IoT,Early Revenue,Government Grant,2550171823.37,7623211117.260151,2,2005,98.98
ST100405,Energy,Prototype,Angel Investor,3431774860.3,10488869032.739996,8,2012,138.29
ST100406,Energy,Prototype,Government Grant,1269724893.86,6075935621.011181,5,2009,144.33
ST100407,AI,Early Revenue,Angel Investor,775342019.78,2463185969.99567,6,2015,22.55
ST100408,AI,Early Revenue,VC Firm,2243792909.57,8278832692.441977,3,2004,67.91
ST100409,Healthcare,Prototype,Corporate R&D,1495452653.2,4639902996.800146,32,2007,164.55
ST100410,Sustainability,Prototype,Angel Investor,2208248011.56,8916513879.484732,11,2016,44.29
ST100411,Sustainability,Idea,Corporate R&D,1337299885.97,2022018891.7163165,23,2011,109.22
ST100412,Blockchain,MVP,VC Firm,125583000.28,469276851.5145614,45,2004,37.54
ST100413,Healthcare,MVP,Angel Investor,1639451822.48,4044996738.1097817,32,2021,58.56
ST100414,AgriTech,MVP,Corporate R&D,2456548751.86,11405881447.188057,3,2000,50.67
ST100415,Sustainability,Early Revenue,Corporate R&D,2952078433.3,7063596817.003706,14,2011,144.42
ST100416,Energy,Early Revenue,Government Grant,1060931418.69,5217433413.210529,1,2014,129.98
ST100417,Healthcare,MVP,Angel Investor,3247355663.35,7800566657.944691,13,2001,158.68
ST100418,AgriTech,Idea,Angel Investor,3003022309.46,14922314302.004656,45,2003,101.18
ST100419,Smart Cities,MVP,Corporate R&D,218086304.4,934846172.232387,16,2023,58.05
ST100420,Blockchain,MVP,Angel Investor,514907401.95,2573762217.100596,20,2021,113.38
ST100421,Energy,MVP,VC Firm,125062777.07,362113518.66726166,27,2004,134.0
ST100422,Energy,Idea,Corporate R&D,1373881162.49,6254934810.442195,40,2005,42.79
ST100423,Healthcare,Early Revenue,Corporate R&D,705099744.86,2500255042.341249,47,2010,28.22
ST100424,Energy,Early Revenue,Angel Investor,4966684844.06,21359062444.81714,34,2006,191.58
ST100425,Blockchain,Idea,VC Firm,3429447598.03,8291214381.285819,12,2011,166.06
ST100426,Healthcare,Idea,Corporate R&D,249759366.28,582493718.2114683,3,2014,33.31
ST100427,Sustainability,Idea,VC Firm,1596600952.19,2450553096.7350407,20,2005,156.58
ST100428,Sustainability,MVP,Corporate R&D,1690203004.34,6998242320.001061,31,2008,16.02
ST100429,IoT,MVP,Angel Investor,112547879.91,388822148.3948019,41,2022,31.72
ST100430,IoT,MVP,Angel Investor,2244276648.36,7077226078.374871,45,2005,145.9
ST100431,Sustainability,MVP,VC Firm,4223570525.92,11559331839.830711,22,2003,44.55
ST100432,Healthcare,Early Revenue,VC Firm,1728165544.47,8571566848.941789,16,2022,155.68
ST100433,IoT,Idea,Angel Investor,2677859780.98,10837751557.803656,15,2010,87.54
ST100434,Sustainability,Prototype,Angel Investor,4465078452.9,10697579212.021996,9,2010,177.29
ST100435,Energy,Idea,Angel Investor,4991896725.42,24709061035.640877,13,2019,157.62
ST100436,Blockchain,MVP,VC Firm,124002994.45,560913136.8826532,21,2002,82.19
ST100437,Blockchain,MVP,Angel Investor,1224768604.11,2847827469.909653,39,2000,45.3
ST100438,IoT,MVP,VC Firm,2894154275.18,9703034698.987917,37,2020,81.35
ST100439,Healthcare,Prototype,Corporate R&D,3909585814.32,13218486616.395784,27,2003,62.02
ST100440,IoT,Idea,Government Grant,3865276226.89,19324357005.74412,4,2004,129.09
ST100441,IoT,Early Revenue,Angel Investor,2397392209.37,10149948181.228971,7,2020,63.68
ST100442,AgriTech,MVP,Government Grant,1838755397.93,7907473105.309714,31,2006,159.73
ST100443,Sustainability,MVP,VC Firm,216349988.54,540499255.7214437,28,2021,101.11
ST100444,Healthcare,Idea,Angel Investor,1895985100.71,7580835858.999821,22,2017,124.99
ST100445,Healthcare,Prototype,Government Grant,2862979566.46,10107492553.267197,5,2012,142.21
ST100446,AgriTech,Idea,VC Firm,1861212622.19,8882194445.17311,6,2015,8.85
ST100447,Blockchain,Early Revenue,Angel Investor,1339619719.08,4018199278.799591,42,2020,41.97
ST100448,Energy,MVP,Government Grant,2462033222.21,10412319259.192017,33,2022,57.15
ST100449,AI,Prototype,VC Firm,4016725392.53,12219118063.44024,32,2002,56.59
ST100450,Healthcare,Idea,Angel Investor,3871723883.68,8476805524.184701,25,2018,180.66
ST100451,AgriTech,Early Revenue,VC Firm,3274124585.26,8903440127.384064,37,2019,186.26
ST100452,Blockchain,Early Revenue,Corporate R&D,1756859139.17,5729941239.114801,18,2015,28.63
ST100453,Healthcare,Prototype,Corporate R&D,3859154912.52,10612758532.76294,8,2000,138.53
ST100454,Smart Cities,Prototype,Angel Investor,4549814836.77,7579318472.883326,3,2003,139.19
ST100455,AgriTech,MVP,VC Firm,1757269247.4,5869476861.449038,3,2018,138.28
ST100456,Energy,Early Revenue,Angel Investor,4382357129.13,11447776849.02521,28,2007,26.66
ST100457,Blockchain,Prototype,Corporate R&D,4243173955.94,16899800631.626684,40,2009,128.51
ST100458,Blockchain,Idea,VC Firm,523520244.62,1055415336.4315542,12,2014,30.97
ST100459,Smart Cities,MVP,Angel Investor,3962669224.5,8376071870.852643,48,2010,158.88
ST100460,Blockchain,Idea,Angel Investor,390935500.19,1188344620.623332,6,2017,157.1
ST100461,Healthcare,Early Revenue,Government Grant,3716807745.27,7826223562.913915,42,2004,30.42
ST100462,Sustainability,MVP,Corporate R&D,2571757828.88,10115171689.124298,22,2005,112.08
ST100463,AI,Early Revenue,Corporate R&D,3861493144.54,13958967022.687202,16,2020,95.31
ST100464,Sustainability,Early Revenue,VC Firm,501140331.04,1816171177.1341927,42,2002,160.38
ST100465,Sustainability,Idea,VC Firm,4139142862.41,11033417478.087484,19,2007,12.19
ST100466,AI,Early Revenue,Government Grant,140286272.36,303501854.8341849,27,2010,72.02
ST100467,AI,Early Revenue,VC Firm,760157307.34,3325889402.099418,6,2018,194.79
ST100468,Energy,Early Revenue,Angel Investor,2907407844.08,11400032621.091726,42,2020,53.53
ST100469,IoT,Prototype,Angel Investor,4995596887.4,19018734945.042274,31,2017,38.9
ST100470,AgriTech,MVP,VC Firm,3988504694.4,7906569128.605539,45,2005,79.65
ST100471,IoT,Idea,VC Firm,1010054915.51,3450994916.521214,20,2002,196.24
ST100472,Sustainability,Idea,VC Firm,4329991826.72,15052660727.043106,19,2001,67.37
ST100473,Energy,Idea,Government Grant,4813588032.68,7258537239.877182,17,2014,62.14
ST100474,IoT,Early Revenue,Corporate R&D,2526572058.52,9773686020.2768,21,2021,115.82
ST100475,IoT,Idea,VC Firm,40633531.2,92212414.56897068,49,2019,12.72
ST100476,AgriTech,Prototype,Angel Investor,3376421100.96,13064573762.92344,23,2004,28.5
ST100477,AgriTech,Prototype,VC Firm,3991919995.03,10468161331.875782,15,2021,157.35
ST100478,AgriTech,Prototype,Angel Investor,1508068565.31,2787506789.72622,50,2002,121.98
ST100479,Blockchain,Prototype,Corporate R&D,1624441683.51,5743476560.111121,33,2008,76.65
ST100480,Sustainability,Idea,Corporate R&D,3848220514.6,11102796615.21404,31,2007,40.85
ST100481,IoT,Early Revenue,Corporate R&D,1377712750.62,3086549364.858063,14,2007,146.29
ST100482,Energy,Early Revenue,Angel Investor,4933523667.99,22259404289.17829,41,2012,107.36
ST100483,AgriTech,Early Revenue,Corporate R&D,3429913218.78,5682989709.758021,30,2019,139.35
ST100484,Healthcare,Early Revenue,Government Grant,2706760077.19,8352785480.501307,50,2018,119.32
ST100485,IoT,Idea,VC Firm,495365276.29,1004742310.895731,14,2012,133.14
ST100486,Energy,Prototype,Government Grant,2877439164.13,7137672553.439234,17,2011,41.63
ST100487,Energy,MVP,Government Grant,1254202303.54,6172130469.546432,24,2017,170.44
ST100488,Healthcare,Early Revenue,Angel Investor,3696801234.83,12628191593.272284,14,2008,177.77
ST100489,AI,Prototype,VC Firm,3136932047.86,12749551945.761364,9,2020,81.88
ST100490,AI,Early Revenue,Government Grant,4870176350.89,21060386398.613724,33,2003,55.97
ST100491,Healthcare,Early Revenue,VC Firm,2817198168.97,4420104126.10071,37,2012,9.99
ST100492,AgriTech,Prototype,Angel Investor,3626534812.24,7670344690.691697,30,2012,21.71
ST100493,IoT,Early Revenue,Government Grant,1756437255.71,5956777725.822524,38,2008,45.14
ST100494,Sustainability,MVP,Corporate R&D,1370732441.66,5391080517.430141,7,2003,57.26
ST100495,Blockchain,Prototype,Angel Investor,1269381047.19,2820390777.115672,39,2007,20.85
ST100496,Smart Cities,Prototype,Corporate R&D,3073430953.79,11671084677.437662,32,2008,123.6
ST100497,AgriTech,Early Revenue,Government Grant,3978250732.55,15688920884.077122,21,2016,17.04
ST100498,Sustainability,Early Revenue,Government Grant,4398663572.51,17882874003.69376,8,2000,55.03
ST100499,AgriTech,Prototype,Corporate R&D,1648593346.93,6253830708.75209,44,2013,12.73
ST100500,Blockchain,Early Revenue,VC Firm,362253565.31,1126635500.48779,16,2003,193.0
ST100501,Smart Cities,Idea,Government Grant,3987453563.84,18524621284.26649,37,2004,12.41
ST100502,Blockchain,Prototype,Government Grant,2733952030.25,10753185663.151731,28,2013,147.84
ST100503,AI,Idea,Angel Investor,4456076385.05,15261720000.75166,8,2003,86.34
ST100504,Blockchain,Idea,Government Grant,1022641302.94,2383622908.3670955,37,2001,189.17
ST100505,AgriTech,Prototype,VC Firm,221947295.06,481966079.791826,6,2015,154.91
ST100506,Energy,MVP,Government Grant,1304475055.98,2185894217.198848,47,2014,56.82
ST100507,Energy,MVP,Corporate R&D,4613500462.81,13445442007.337765,12,2020,101.42
ST100508,IoT,MVP,Angel Investor,4461972541.33,7421407024.165008,9,2016,73.6
ST100509,AI,MVP,Angel Investor,3305563038.13,6324101450.36881,6,2018,59.8
ST100510,AgriTech,Early Revenue,Corporate R&D,315590343.5,837894052.3803977,49,2014,179.92
ST100511,AI,Early Revenue,Angel Investor,3570898116.1,5685252213.343974,11,2018,106.58
ST100512,Energy,MVP,Government Grant,3207554290.2,13010622393.1702,49,2011,181.47
ST100513,IoT,Early Revenue,Angel Investor,3646843118.16,9659678651.263414,47,2022,76.01
ST100514,Energy,Prototype,Corporate R&D,3183254122.23,15422654399.684769,12,2009,104.93
ST100515,IoT,Idea,Government Grant,2159733496.99,8496258428.813671,12,2023,173.52
ST100516,Smart Cities,Early Revenue,VC Firm,4193438189.14,14432775342.351368,29,2009,127.17
ST100517,Energy,Idea,Corporate R&D,3328081119.93,10605001534.117989,21,2023,131.84
ST100518,Blockchain,Prototype,VC Firm,3279883217.13,5273390680.237216,39,2016,168.3
ST100519,AgriTech,Early Revenue,Government Grant,942385909.64,3952743542.87774,13,2007,155.78
ST100520,AgriTech,Early Revenue,Angel Investor,1215016575.03,4286023438.7022014,43,2013,168.2
